Time,Calculated Engine Load (OBD) (%),Intake air temperature (C),Fuel Injection amoung (mg/cyl),Engine load (%),Fuel tank pressure (Bar),Fuel Rail Pressure A (KPa),Engine Load (%),Actual AFR (AFR),Mass air flow sensor (V),Vehicle speed (kph),MAF Flow (g/s),Ignition timing (deg),Electronic throttle control actual (deg),Absolute Engine Load (OBD) (%),Fuel pulse width (ms),Absolute Throttle Position (OBD) (%),Air fuel ratio (AFR),Calculated torque output (%),Electronic throttle control desired (deg),Engine coolant temperature (C),Engine speed (RPM),Fuel Pressure (mPa),Fuel pressure (mPa),Fuel system status (OL/CL),Gear Status,Intake Air Temperature (C),Knock retard (deg),Mass air flow (g/s),Throttle Open Angle (sub) (%),
286697, 14.5, 17, 0, 0.12, 0.01, , 14.51, 29.29, 0.9, 48, , 40, 3.29, 12.2, 0, 12.9, 29.29, , 3.22, 83, 1432, , , 1024, 4, 11, 0, 2.36, 12.2,
286857, 14.1, 17, 0, 0.11, 0.02, , 13.73, 29.29, 0.87, 47, , 39, 2.98, 11.8, 0, 12.5, 29.29, , 2.99, 83, 1394, , , 1024, 4, 11, 0, 2.02, 12.2,
287057, 13.7, 17, 0, 0.11, 0.02, , 13.73, 29.29, 0.86, 46, , 38, 2.83, 11.4, 0, 12.2, 29.29, , 2.84, 83, 1354, , , 1024, 4, 11, 0, 1.9, 11.8,
287217, 13.7, 17, 0, 0.11, 0.02, , 13.73, 29.29, 0.85, 45, , 38, 2.78, 11.4, 0, 12.2, 29.29, , 2.78, 83, 1318, , , 1024, 4, 11, 0, 1.99, 11.8,
287376, 13.7, 17, 0, 0.11, 0.01, , 13.73, 29.29, 0.85, 44, , 37.5, 2.67, 11, 0, 12.2, 29.29, , 2.68, 83, 1290, , , 1024, 4, 11, 0, 1.8, 11.8,
287536, 13.7, 17, 0, 0.11, 0.02, , 13.73, 29.29, 0.84, 43, , 37, 2.62, 11, 0, 12.2, 29.29, , 2.61, 83, 1272, , , 1024, 4, 11, 0, 1.87, 11.8,
287697, 13.7, 17, 0, 0.11, 0.01, , 13.73, 29.29, 0.84, 43, , 36.5, 2.6, 11, 0, 12.2, 29.29, , 2.6, 83, 1253, , , 1024, 4, 11, 0, 1.77, 11.8,
287858, 13.7, 17, 0, 0.11, 0.02, , 13.73, 29.29, 0.83, 42, , 36.5, 2.54, 10.6, 0, 12.2, 29.29, , 2.53, 83, 1233, , , 1024, 4, 11, 0, 1.67, 11.4,
288017, 13.7, 17, 0, 0.11, 0.01, , 13.73, 29.29, 0.83, 41, , 36.5, 2.47, 10.6, 0, 12.2, 29.29, , 2.48, 83, 1218, , , 1024, 4, 11, 0, 1.7, 11.4,
288177, 13.7, 18, 0, 0.11, 0.02, , 13.73, 29.29, 0.83, 40, , 36.5, 2.44, 10.6, 0, 12.2, 29.29, , 2.43, 83, 1196, , , 1024, 4, 11, 0, 1.67, 11.4,
288343, 13.7, 18, 0, 0.11, 0.01, , 13.73, 29.29, 0.82, 39, , 36, 2.31, 10.6, 0, 11.8, 29.29, , 2.34, 83, 1170, , , 1024, 4, 11, 0, 1.57, 11.4,
288506, 13.7, 18, 0, 0.1, 0.02, , 13.73, 29.29, 0.82, 38, , 35, 2.19, 10.6, 0, 11.8, 29.29, , 2.21, 83, 1142, , , 1024, 4, 11, 0, 1.47, 11.4,
288673, 13.7, 18, 0, 0.1, 0.02, , 13.73, 29.29, 0.81, 37, , 35, 2.16, 10.2, 0, 11.8, 29.29, , 2.16, 83, 1104, , , 1024, 4, 11, 0, 1.58, 11,
288835, 13.7, 18, 0, 0.1, 0.01, , 13.73, 29.29, 0.8, 36, , 34, 2.11, 10.2, 0, 11.8, 29.29, , 2.11, 83, 1074, , , 1024, 4, 11, 0, 1.43, 11,
288997, 13.7, 18, 0, 0.1, 0.02, , 13.73, 29.29, 0.81, 35, , 34, 2.11, 9.8, 0, 11.8, 29.29, , 2.13, 83, 1100, , , 1024, 4, 11, 0, 1.5, 11,
289158, 14.1, 18, 0, 0.11, 0.02, , 14.12, 29.29, 0.8, 34, , 36, 2.16, 10.6, 0, 11.8, 29.29, , 2.24, 83, 1160, , , 1024, 4, 11, 0, 1.47, 11,
289318, 14.1, 18, 0, 0.11, 0.01, , 14.12, 29.29, 0.81, 32, , 36.5, 2.34, 11, 0, 11.8, 29.29, , 2.33, 83, 1235, , , 1024, 3, 11, 0, 1.54, 11.4,
289477, 14.5, 18, 0, 0.12, 0.02, , 14.51, 29.29, 0.82, 31, , 38, 2.6, 11.4, 0, 12.2, 29.29, , 2.57, 83, 1310, , , 1024, 3, 11, 0, 1.79, 11.4,
289637, 14.1, 18, 0, 0.12, 0.01, , 14.51, 29.29, 0.84, 30, , 39, 2.78, 11.8, 0, 12.2, 29.29, , 2.77, 83, 1324, , , 1024, 3, 11, 0, 1.87, 11.8,
289797, 14.5, 18, 0, 0.11, 0.02, , 14.51, 29.29, 0.84, 29, , 38.5, 2.75, 11.8, 0, 12.2, 29.29, , 2.63, 83, 1259, , , 1024, 3, 11, 0, 1.95, 11.8,
289957, 14.5, 18, 0, 0.11, 0.02, , 14.12, 29.29, 0.84, 28, , 37.5, 2.42, 11.4, 0, 11.8, 29.29, , 2.41, 83, 1218, , , 1024, 3, 11, 0, 1.73, 11.4,
290118, 14.1, 18, 0, 0.11, 0.02, , 14.12, 29.29, 0.83, 27, , 36, 2.26, 11, 0, 11.8, 29.29, , 2.29, 83, 1182, , , 1024, 3, 11, 0, 1.63, 11.4,
290279, 13.7, 18, 0, 0.1, 0.02, , 13.73, 29.29, 0.82, 26, , 35.5, 2.16, 10.6, 0, 11.8, 29.29, , 2.19, 83, 1139, , , 1024, 3, 11, 0, 1.57, 11,
290438, 13.7, 18, 0, 0.1, 0.01, , 13.73, 29.29, 0.8, 25, , 34.5, 2.16, 10.2, 0, 11.8, 29.29, , 2.15, 83, 1098, , , 1024, 3, 11, 0, 1.43, 11,
290599, 13.7, 18, 0, 0.1, 0.02, , 13.73, 29.29, 0.81, 25, , 34, 2.16, 10.2, 0, 11.8, 29.29, , 2.1, 83, 1066, , , 1024, 3, 11, 0, 1.58, 11,
290757, 13.7, 18, 0, 0.1, 0.02, , 14.12, 29.29, 0.82, 24, , 34, 2.01, 10.2, 0, 11.8, 29.29, , 2.05, 83, 1023, , , 1024, 3, 11, 0, 1.49, 11.4,
290917, 14.5, 18, 0, 0.1, 0.01, , 14.51, 29.29, 0.81, 23, , 33.5, 1.96, 10.2, 0, 11.4, 29.29, , 1.94, 83, 986, , , 1024, 3, 11, 0, 1.43, 11,
291077, 14.5, 18, 0, 0.11, 0.01, , 15.29, 29.29, 0.79, 22, , 32, 1.88, 10.6, 0, 11.4, 29.29, , 1.9, 83, 946, , , 1024, 3, 11, 0, 1.27, 11,
291238, 15.7, 18, 0, 0.11, 0.02, , 16.08, 29.29, 0.79, 21, , 30.5, 1.83, 11, 0, 11.4, 29.29, , 1.83, 83, 900, , , 1024, 3, 11, 0, 1.3, 11,
291398, 16.5, 18, 0, 0.11, 0.01, , 16.47, 29.29, 0.79, 20, , 29.5, 1.75, 11, 0, 11.4, 29.29, , 1.75, 83, 862, , , 1024, 3, 11, 0, 1.18, 10.6,
291557, 17.3, 18, 6.1, 0.15, 0.01, , 18.82, 29.29, 0.78, 19, , 30.5, 7.72, 11.4, 1.15, 11.8, 29.29, , 12.21, 83, 837, , , 1024, 3, 11, 0, 6.78, 12.5,
291718, 17.6, 18, 7.66, 0.14, 0.01, , 21.57, 29.29, 1.21, 18, , 11, 4.34, 17.3, 1.68, 15.3, 29.29, , 3.44, 83, 830, , , 256, 3, 11, 0, 4.55, 14.5,
291878, 23.5, 18, 8.15, 0.17, 0.02, , 26.67, 29.29, 1.02, 18, , 2, 4.93, 16.1, 1.84, 16.1, 29.29, , 4, 83, 842, , , 256, 3, 11, 0, 3.41, 15.3,
292068, 26.3, 18, 7.72, 0.17, 0.02, , 26.67, 29.29, 0.91, 17, , 1, 3.83, 17.3, 1.7, 13.3, 29.29, , 3.88, 83, 815, , , 256, 3, 11, 0, 2.91, 12.5,
292226, 27.5, 18, 8.15, 0.18, 0.02, , 29.02, 28.25, 0.97, 16, , 4.5, 4.42, 17.3, 1.73, 13.7, 28.71, , 5.13, 83, 772, , , 256, 3, 11, 0, 3.33, 13.3,
292387, 30.6, 18, 8.79, 0.2, 0.02, , 31.76, 20.67, 0.97, 15, , 0.5, 4.75, 18.8, 1.84, 14.1, 21.13, , 4.91, 83, 744, , , 256, 3, 11, 0, 3.58, 13.7,
292546, 32.9, 18, 9.43, 0.21, 0.02, , 34.12, 17.46, 1.01, 15, , 0.5, 5.72, 20, 1.92, 14.5, 17.57, , 6.25, 83, 729, , , 256, 3, 11, 0, 3.97, 13.7,
292706, 35.7, 18, 10.31, 0.23, 0.02, , 37.25, 15.39, 1.03, 14, , -1.5, 5.83, 21.6, 2.05, 14.9, 15.5, , 6.33, 83, 725, , , 256, 3, 11, 0, 4.39, 14.5,
292869, 39.2, 18, 11.17, 0.25, 0.02, , 40, 14.59, 1.04, 13, , -3.5, 5.7, 23.5, 2.09, 14.9, 14.59, , 5.15, 83, 721, , , 256, 3, 11, 0, 4.1, 14.5,
293027, 41.6, 18, 11.32, 0.25, 0.02, , 41.96, 14.24, 1.01, 12, , -7, 4.75, 25.1, 2.06, 14.1, 14.24, , 4.75, 83, 729, , , 256, 3, 11, 0, 3.78, 13.7,
293187, 40.8, 18, 10.31, 0.22, 0.02, , 39.61, 14.01, 0.89, 11, , -8, 1.29, 24.7, 1.84, 12.2, 14.01, , 0.88, 83, 742, , , 256, 2, 11, 0, 1.27, 11.4,
293352, 35.7, 18, 9.06, 0.2, 0.02, , 34.12, 13.78, 0.83, 10, , -3, 3.78, 21.6, 1.67, 12.5, 13.78, , 4, 83, 724, , , 256, 2, 11, 0, 2.89, 12.2,
293512, 34.1, 18, 8.97, 0.2, 0.02, , 34.12, 13.55, 0.93, 10, , 0, 4.16, 20.4, 1.7, 13.7, 13.55, , 4.37, 83, 719, , , 512, 2, 11, 0, 2.84, 12.9,
293672, 35.3, 18, 10.53, 0.23, 0.02, , 37.65, 13.09, 1.04, 9, , 0.5, 5.59, 22, 1.87, 15.7, 13.09, , 4.49, 83, 705, , , 512, 2, 11, 0, 4.24, 15.7,
293834, 39.6, 18, 11.11, 0.25, 0.01, , 40.78, 12.75, 1.02, 8, , -0.5, 5.39, 23.5, 1.98, 14.9, 12.75, , 5.31, 83, 692, , , 512, 2, 11, 0, 3.84, 14.1,
293992, 41.6, 18, 11.17, 0.25, 0.01, , 41.96, 12.86, 1.01, 8, , -1, 4.6, 24.7, 2, 14.1, 12.86, , 4.59, 83, 691, , , 512, 2, 11, 0, 3.65, 13.3,
294151, 42, 18, 11.14, 0.25, 0.02, , 41.96, 13.21, 0.98, 8, , -3, 4.57, 25.1, 2.04, 14.1, 13.21, , 4.56, 83, 697, , , 512, 2, 11, 0, 3.47, 13.3,
294312, 42, 18, 11.11, 0.25, 0.01, , 41.96, 13.55, 0.98, 8, , 5.5, 4.49, 25.1, 2.02, 13.7, 13.55, , 4.54, 83, 692, , , 512, 2, 11, 0, 3.5, 13.3,
294474, 41.6, 18, 11.75, 0.27, 0.02, , 42.35, 13.44, 0.97, 8, , 9.5, 7.7, 24.7, 1.97, 14.5, 13.44, , 8.79, 83, 759, , , 512, 2, 11, 0, 7.02, 14.9,
294634, 46.7, 18, 14.74, 0.34, 0.02, , 49.02, 13.09, 1.24, 8, , 9.5, 9.11, 29, 2.31, 17.6, 13.21, , 7.14, 83, 858, , , 512, 2, 11, 0, 7.22, 17.3,
294792, 51, 18, 15.56, 0.36, 0.01, , 49.02, 13.09, 1.49, 9, , 16.5, 9.59, 35.3, 2.3, 18, 13.09, , 11.94, 83, 1010, , , 512, 2, 11, 0, 9.03, 17.3,
294958, 48.6, 18, 14.47, 0.34, 0.02, , 47.06, 13.78, 1.29, 9, , 18.5, 8.26, 35.3, 2.16, 17.6, 13.78, , 8.24, 83, 1113, , , 512, 2, 11, 0, 9.85, 17.3,
295117, 45.5, 18, 14.86, 0.34, 0.01, , 44.71, 13.9, 1.39, 9, , 27, 12.21, 34.5, 2.18, 20.4, 13.9, , 11.33, 83, 1199, , , 512, 2, 11, 0, 11.89, 20.4,
295277, 43.9, 17, 14.71, 0.35, 0.01, , 42.75, 13.9, 1.41, 10, , 32, 12.88, 34.5, 2.19, 21.2, 13.9, , 15.06, 83, 1279, , , 512, 2, 11, 0, 12.14, 20.4,
295437, 42.7, 17, 15.2, 0.34, 0, , 42.75, 14.13, 1.41, 11, , 33.5, 12.44, 34.9, 2.24, 21.6, 14.13, , 12.14, 83, 1323, , , 512, 2, 11, 0, 10.24, 21.2,
295598, 42, 17, 15.29, 0.34, 0, , 41.96, 14.01, 1.36, 11, , 34, 12.75, 34.1, 2.29, 22, 14.01, , 12.61, 83, 1343, , , 512, 2, 11, 0, 9.33, 21.2,
295757, 42.7, 17, 16.11, 0.36, 0.01, , 44.31, 13.55, 1.37, 12, , 33, 13.8, 35.3, 2.34, 23.5, 13.55, , 13.73, 83, 1350, , , 512, 2, 11, 0, 10.02, 22.7,
295917, 46.3, 17, 17.64, 0.41, 0.01, , 48.24, 13.32, 1.4, 12, , 30.5, 15.64, 38.4, 2.45, 24.3, 13.32, , 15.64, 83, 1411, , , 512, 2, 11, 0, 11.37, 23.9,
296079, 49.8, 17, 18.52, 0.43, 0.01, , 50.59, 12.86, 1.47, 13, , 28.5, 16.16, 42, 2.45, 25.1, 12.98, , 16.19, 83, 1471, , , 512, 2, 11, 0, 11.91, 24.3,
296237, 51.4, 17, 19.84, 0.47, 0.02, , 54.51, 12.98, 1.48, 14, , 26, 15.98, 44.3, 2.5, 24.7, 12.86, , 16.07, 83, 1536, , , 512, 2, 11, 0, 11.81, 24.3,
296397, 58.4, 17, 20.54, 0.53, 6.4, , 62.35, 12.75, 1.56, 14, , 21.5, 17.54, 49.8, 2.7, 26.3, 12.75, , 17.44, 83, 1628, , , 512, 2, 11, 0, 16.04, 25.9,
296558, 66.3, 17, 21.18, 0.55, 6.36, , 67.84, 13.21, 1.61, 15, , 22, 17.64, 54.9, 2.39, 26.3, 13.21, , 17.62, 83, 1721, , , 512, 2, 11, 0, 16.99, 25.9,
296717, 66.7, 17, 20.63, 0.53, 6.51, , 65.88, 14.24, 1.68, 16, , 23.5, 17.59, 54.1, 2.41, 26.3, 14.24, , 17.61, 83, 1758, , , 512, 2, 11, 0, 16.81, 25.9,
296878, 64.7, 16, 20.32, 0.52, 6.47, , 63.92, 14.47, 1.71, 17, , 24.5, 17.8, 53.3, 2.38, 26.7, 14.36, , 17.93, 83, 1770, , , 512, 2, 11, 0, 17.95, 25.9,
297038, 63.5, 16, 20.23, 0.53, 6.51, , 64.31, 14.47, 1.72, 18, , 24.5, 18.08, 52.5, 2.36, 26.7, 14.47, , 18.06, 83, 1782, , , 512, 2, 11, 0, 18.05, 26.3,
297196, 63.9, 16, 20.23, 0.53, 6.38, , 63.53, 14.7, 1.72, 19, , 24.5, 18.13, 52.5, 2.38, 26.7, 14.59, , 18.12, 83, 1805, , , 512, 2, 11, 0, 17.45, 26.3,
297361, 63.1, 16, 20.14, 0.52, 6.31, , 62.75, 14.7, 1.7, 20, , 25, 18.16, 52.9, 2.35, 27.1, 14.7, , 18.15, 83, 1824, , , 512, 2, 11, 0, 17.84, 26.3,
297523, 62, 16, 19.93, 0.52, 6.45, , 61.96, 14.47, 1.72, 20, , 25.5, 18.28, 52.2, 2.31, 27.1, 14.47, , 18.27, 83, 1836, , , 512, 2, 11, 0, 18.31, 26.7,
297683, 61.6, 16, 19.9, 0.52, 6.46, , 61.57, 14.93, 1.72, 21, , 25.5, 18.28, 52.2, 2.36, 27.1, 14.81, , 18.26, 83, 1857, , , 512, 2, 11, 0, 18.09, 26.7,
297843, 61.2, 16, 19.47, 0.51, 6.25, , 60, 14.47, 1.69, 22, , 25.5, 17.98, 51.8, 2.31, 26.7, 14.47, , 17.99, 83, 1869, , , 512, 2, 11, 0, 17.34, 26.3,
298002, 59.6, 16, 18.95, 0.51, 6.22, , 60, 14.81, 1.69, 23, , 25.5, 18.13, 51, 2.3, 26.7, 14.81, , 18.17, 83, 1875, , , 512, 2, 11, 0, 17.41, 26.3,
298162, 60, 16, 18.68, 0.51, 6.15, , 59.61, 15.04, 1.71, 24, , 24.5, 18.28, 51, 2.3, 27.1, 15.04, , 18.28, 83, 1898, , , 512, 2, 11, 0, 18.01, 26.7,
298323, 57.3, 16, 15.78, 0.41, 6.1, , 51.37, 15.04, 1.54, 24, , 14.5, 14.29, 48.2, 2.06, 23.9, 15.04, , 13.99, 83, 1818, , , 512, 2, 11, 0, 13.35, 23.1,
298482, 47.1, 16, 13, 0.34, 6.37, , 44.31, 15.16, 1.45, 25, , 17, 10.93, 38.4, 1.93, 20, 15.16, , 10.76, 83, 1734, , , 512, 2, 11, 0, 8.93, 19.6,
298642, 40.4, 16, 9.95, 0.29, 6.44, , 36.08, 15.04, 0.98, 25, , 32.5, 7.29, 32.2, 1.59, 14.1, 15.04, , 8.85, 83, 1709, , , 512, 2, 11, 0, 3.69, 13.3,
298802, 34.1, 16, 7.81, 0.23, 6.27, , 30.2, 14.59, 1, 25, , 23.5, 0.44, 27.1, 1.41, 11, 14.47, , 0.28, 83, 1611, , , 512, 2, 11, 0, 1, 10.2,
298963, 26.7, 16, 5.52, 0.18, 6.41, , 23.53, 14.36, 0.74, 25, , 18, 0.21, 21.6, 1.23, 9.8, 14.47, , 0.28, 83, 1586, , , 512, 2, 11, 0, 0.59, 9.4,
299122, 20, 16, 3.88, 0.13, 6.41, , 17.25, 14.24, 0.74, 25, , 24.5, 0.24, 16.1, 0.96, 9.8, 14.24, , 0.28, 83, 1565, , , 512, 2, 11, 0, 0.66, 9.4,
299283, 14.1, 16, 3.3, 0.13, 6.48, , 12.55, 14.59, 0.74, 26, , 35.5, 2.98, 11.4, 0.8, 10.2, 14.59, , 3.36, 83, 1486, , , 1024, 2, 11, 0, 2.11, 10.6,
299444, 14.1, 16, 5.22, 0.15, 6.5, , 17.65, 15.27, 1.42, 25, , 39, 6.54, 12.9, 1.25, 18, 15.39, , 5.08, 83, 1488, , , 512, 2, 11, 0, 5.65, 16.9,
299602, 18.8, 16, 6.99, 0.21, 6.4, , 22.35, 15.62, 1.14, 25, , 41.5, 10.13, 16.5, 1.45, 18, 15.62, , 10.04, 83, 1579, , , 512, 2, 11, 0, 11.31, 18,
299762, 26.7, 16, 9.67, 0.27, 6.28, , 30.98, 15.39, 1.48, 25, , 43.5, 12.08, 22.7, 1.84, 21.2, 15.39, , 11.98, 83, 1729, , , 512, 2, 11, 0, 15.7, 20.8,
299928, 35.3, 16, 12.66, 0.36, 6.24, , 38.43, 15.73, 1.75, 25, , 42.5, 16.39, 29, 1.98, 23.9, 15.73, , 16.41, 83, 1814, , , 512, 2, 11, 0, 19.05, 23.9,
300153, 51, 16, 17.94, 0.6, 6.32, , 56.47, 15.27, 1.65, 26, , 25, 22.03, 43.1, 2.32, 29, 15.39, , 22.27, 83, 1952, , , 512, 2, 11, 0, 21, 29,
300313, 74.5, 16, 27.22, 0.86, 6.34, , 84.31, 14.24, 1.81, 27, , 11, 26.87, 65.5, 2.9, 34.1, 14.24, , 26.91, 83, 2170, , , 512, 2, 11, 0, 30.41, 34.1,
300472, 100, 15, 37.51, 0.92, 6.49, , 100, 14.36, 2.14, 28, , 7.5, 86.55, 90.2, 3.91, 87.8, 14.36, , 86, 83, 2406, , , 512, 2, 11, 0, 39.28, 90.2,
300637, 100, 15, 36.04, 0.92, 6.51, , 100, 14.13, 2.15, 29, , 8.5, 85.98, 92.2, 3.62, 91.4, 14.01, , 86, 83, 2515, , , 256, 2, 11, 0, 34.12, 91.8,
300798, 100, 15, 40.92, 0.91, 6.53, , 100, 14.47, 2.59, 31, , 10, 86.01, 92.2, 4.05, 91.4, 14.59, , 86, 83, 2595, , , 512, 2, 11, 0, 37.29, 91.8,
300963, 100, 15, 41.26, 0.93, 0, , 100, 12.98, 2.67, 32, , 12, 86.01, 91.8, 4.12, 91.4, 12.86, , 86, 83, 2972, , , 512, 2, 11, 0, 55.62, 91.8,
301129, 100, 15, 43.88, 0.93, 0.12, , 100, 12.52, 2.78, 33, , 1.5, 86.01, 94.1, 3.83, 91.4, 12.52, , 86, 83, 3580, , , 512, 2, 11, 0, 70.12, 91.8,
301288, 100, 15, 43.79, 0.95, 0.01, , 100, 12.63, 2.84, 33, , 7, 86.01, 93.3, 3.7, 91.4, 12.63, , 86, 83, 4007, , , 512, 1, 11, 0, 77.57, 91.8,
301448, 100, 14, 44.07, 0.95, 0.02, , 100, 12.17, 2.96, 35, , 13, 86.01, 96.1, 3.67, 91.4, 12.06, , 86, 83, 4336, , , 512, 1, 11, 0, 83.32, 91.8,
301607, 100, 14, 43.52, 0.94, 0, , 100, 12.52, 2.96, 38, , 13.5, 85.98, 94.5, 3.6, 91.4, 12.52, , 86, 83, 4442, , , 512, 1, 11, 0, 90.27, 91.8,
301769, 100, 14, 42.79, 0.93, 6.52, , 100, 12.86, 3.07, 39, , 13.5, 86.01, 93.7, 3.53, 91.4, 12.86, , 86, 83, 4658, , , 512, 1, 11, 0, 83.88, 91.8,
301927, 100, 14, 42.69, 0.93, 6.53, , 100, 12.98, 3.12, 42, , 13.5, 86.01, 93.3, 3.5, 91.4, 12.98, , 86, 83, 4880, , , 512, 1, 11, 0, 96.02, 91.8,
302128, 67.8, 13, 20.94, 0.43, 0.02, , 50.59, 12.86, 2.17, 44, , 12, 18.98, 58, 2.01, 27.5, 12.75, , 18.76, 83, 4311, , , 512, 1, 11, 0, 34.88, 27.1,
302289, 50.2, 13, 39.25, 0.9, 6.52, , 85.1, 13.55, 2.15, 46, , 14, 33.95, 47.8, 3.01, 37.3, 13.44, , 35.04, 83, 3552, , , 512, 2, 11, 0, 80.04, 38.4,
302447, 99.6, 13, 43.49, 0.93, 0.01, , 100, 13.09, 2.81, 47, , 12, 51.63, 91.8, 3.69, 54.5, 12.98, , 52.66, 83, 3365, , , 512, 2, 11, -0.256, 67.77, 55.7,
302615, 100, 13, 44.04, 0.93, 0.05, , 100, 12.75, 2.75, 49, , 11, 86.42, 93.3, 3.7, 91.4, 12.63, , 86, 83, 3502, , , 512, 2, 11, -0.256, 65.15, 92.2,
302778, 100, 13, 43.91, 0.93, 0.02, , 100, 12.52, 2.66, 50, , 8.5, 85.98, 93.3, 3.66, 91.4, 12.52, , 86, 83, 3556, , , 512, 2, 11, -0.766, 74.33, 91.8,
302937, 100, 13, 43.88, 0.93, 0.1, , 100, 12.52, 2.84, 52, , 9, 86.04, 93.3, 3.66, 91.4, 12.52, , 86, 83, 3633, , , 512, 2, 11, -0.75, 74.33, 91.8,
303098, 100, 13, 43.85, 0.93, 6.48, , 100, 12.4, 2.88, 53, , 9.5, 86.01, 93.3, 3.66, 91.4, 12.4, , 86, 83, 3735, , , 512, 2, 11, -0.736, 65.38, 91.8,
303263, 100, 12, 43.88, 0.93, 0.03, , 100, 12.4, 2.94, 55, , 9, 86.01, 93.3, 3.68, 91.4, 12.52, , 86, 83, 3808, , , 512, 2, 11, -1.232, 64.98, 91.8,
303428, 100, 12, 44.04, 0.94, 0, , 100, 12.52, 2.85, 56, , 9, 86.01, 93.7, 3.68, 91.4, 12.52, , 86, 83, 3906, , , 512, 2, 11, -1.536, 74.59, 91.8,
303588, 100, 12, 44.62, 0.95, 0.01, , 100, 12.52, 2.84, 58, , 9, 85.98, 94.9, 3.75, 91.4, 12.52, , 86, 83, 3980, , , 512, 2, 11, -1.676, 74.32, 91.8,
303747, 100, 12, 44.89, 0.96, 0, , 100, 12.4, 2.91, 59, , 8, 86.01, 96.1, 3.76, 91.4, 12.4, , 86, 83, 4066, , , 512, 2, 11, -2.157, 78.45, 91.8,
303908, 100, 12, 45.14, 0.96, 0.03, , 100, 12.29, 2.9, 61, , 8.5, 85.98, 96.9, 3.73, 91.4, 12.29, , 86, 83, 4139, , , 512, 2, 11, -2.14, 83.28, 91.8,
304068, 100, 12, 44.62, 0.96, 6.54, , 100, 12.4, 2.94, 62, , 8.5, 86.04, 96.5, 3.69, 91.4, 12.4, , 86, 83, 4214, , , 512, 2, 11, -2.124, 84.04, 91.8,
304227, 100, 12, 44.13, 0.95, 0.04, , 100, 12.52, 3.01, 64, , 9, 85.98, 95.7, 3.61, 91.4, 12.52, , 86, 83, 4308, , , 512, 2, 11, -2.107, 86.95, 91.8,
304387, 100, 12, 43.79, 0.94, 0, , 100, 12.63, 2.91, 65, , 9, 86.01, 95.3, 3.57, 91.4, 12.75, , 86, 83, 4386, , , 512, 2, 11, -2.091, 86.17, 91.8,
304548, 100, 12, 43.33, 0.94, 0.02, , 100, 12.86, 2.97, 67, , 9.5, 85.98, 94.5, 3.54, 91.4, 12.86, , 86, 83, 4456, , , 512, 2, 11, -2.075, 89.93, 91.8,
304709, 100, 12, 42.91, 0.93, 0.01, , 100, 12.86, 3.05, 68, , 9.5, 85.98, 94.1, 3.5, 91.4, 12.86, , 86, 83, 4524, , , 512, 2, 11, -2.058, 89.33, 91.8,
304867, 100, 11, 42.94, 0.94, 0.02, , 100, 12.98, 2.97, 69, , 9.5, 86.01, 93.7, 3.5, 91.4, 12.98, , 86, 83, 4575, , , 512, 2, 11, -2.042, 85.2, 91.8,
305028, 100, 11, 42.97, 0.94, 0.02, , 100, 12.98, 3.02, 71, , 9.5, 85.98, 94.1, 3.48, 91.4, 12.98, , 86, 83, 4657, , , 512, 2, 11, -2.025, 87.84, 91.8,
305188, 100, 11, 43.06, 0.93, 0.02, , 100, 12.98, 2.99, 72, , 9.5, 86.04, 94.1, 3.48, 91.4, 12.98, , 86, 83, 4722, , , 512, 2, 11, -2.024, 95.15, 91.8,
305347, 100, 11, 43, 0.94, 0.02, , 100, 12.98, 3.07, 74, , 9, 86.04, 94.1, 3.47, 91.4, 12.98, , 86, 83, 4795, , , 512, 2, 11, -2.014, 88.93, 91.8,
305507, 100, 11, 43, 0.94, 0.01, , 100, 13.09, 3.04, 75, , 9, 85.98, 94.1, 3.48, 91.4, 13.09, , 86, 83, 4865, , , 512, 2, 11, -2.014, 92.76, 91.8,
305674, 100, 11, 42.97, 0.93, 6.54, , 100, 13.09, 3.16, 76, , 9, 86.01, 94.1, 3.48, 91.4, 12.98, , 86, 83, 4939, , , 512, 2, 11, -2.014, 94.94, 91.8,
305836, 100, 11, 42.85, 0.93, 0, , 100, 13.21, 3.11, 78, , 9, 86.04, 94.1, 3.45, 91.4, 13.09, , 86, 83, 5024, , , 512, 2, 11, -2.014, 94.94, 91.8,
305999, 100, 11, 43.09, 0.94, 6.55, , 100, 13.21, 3.18, 79, , 9, 86.01, 94.1, 3.48, 91.4, 13.21, , 86, 83, 5100, , , 512, 2, 11, -2.014, 103.48, 91.8,
306163, 100, 11, 43.43, 0.94, 0, , 100, 13.09, 3.1, 80, , 9.5, 85.98, 94.1, 3.49, 91.4, 13.09, , 86, 83, 5182, , , 512, 2, 11, -2.014, 94.41, 91.8,
306329, 100, 11, 43.67, 0.94, 6.55, , 100, 13.09, 3.12, 82, , 9.5, 86.01, 94.5, 3.49, 91.4, 13.09, , 86, 83, 5265, , , 512, 2, 11, -2.014, 102.26, 91.8,
306495, 100, 11, 43.85, 0.95, 0.01, , 100, 12.98, 3.18, 83, , 10, 86.01, 94.9, 3.51, 91.4, 12.98, , 86, 83, 5310, , , 512, 2, 11, -2.014, 101.05, 91.8,
306653, 100, 11, 44.19, 0.95, 0, , 100, 12.98, 3.22, 84, , 10, 86.01, 94.9, 3.55, 91.4, 12.98, , 86, 83, 5384, , , 512, 2, 11, -1.983, 106.44, 91.8,
